Property_ID,Property,Community,Developer,Property_Type,Bedrooms,Price_AED,ROI,Rental_Yield,Expected_Appreciation,Risk
PID-01029,Skyline Central,Dubai Marina,Danube,Townhouse,Studio,1504846,8.8%,6.9%,High,Low
PID-01030,Central Place,Business Bay,Emaar,Townhouse,1 BR,1776277,7.7%,7.1%,High,Low
PID-01031,Elite Residences,Business Bay,Danube,Villa,3 BR,4329467,7.1%,7.3%,High,Low
PID-01032,Vista View,Business Bay,Sobha Realty,Villa,1 BR,1518331,7.0%,6.9%,High,Low
PID-01033,Palm Gardens,Dubai Marina,Binghatti,Villa,4 BR,2032416,8.6%,6.7%,High,Low
PID-01034,Infinity Place,Business Bay,Danube,Villa,Studio,3535514,8.5%,7.9%,High,Low
PID-01035,Royal Vista,Business Bay,Sobha Realty,Townhouse,3 BR,1833000,7.3%,7.8%,High,Low
PID-01036,The Tower,Dubai Marina,DAMAC,Townhouse,3 BR,2122778,8.1%,8.1%,High,Low
PID-01037,Vista Central,JVC,DAMAC,Villa,2 BR,1992433,9.3%,8.5%,Medium,Medium
PID-01038,Canal View,Dubai Marina,Sobha Realty,Apartment,3 BR,2723429,7.8%,8.0%,High,Low
PID-01039,Palm Place,JVC,DAMAC,Apartment,1 BR,687197,9.5%,7.6%,Medium,Medium
PID-01040,Creek Gardens,JVC,Binghatti,Apartment,3 BR,1822918,8.7%,8.4%,Medium,Medium
PID-01041,Grand Central,Business Bay,Sobha Realty,Townhouse,3 BR,2551101,7.3%,6.9%,High,Low
PID-01042,Park Horizon,Dubai Marina,Binghatti,Townhouse,2 BR,2775537,8.0%,6.6%,High,Low
PID-01043,Palm Gardens,Business Bay,Binghatti,Townhouse,4 BR,3060811,8.2%,7.2%,High,Low
PID-01044,Royal Gardens,Dubai Marina,DAMAC,Townhouse,3 BR,3118636,7.6%,7.4%,High,Low
PID-01045,The One,Dubai Marina,Danube,Villa,1 BR,4675064,7.6%,8.4%,High,Low
PID-01046,Marina Residences,JVC,Emaar,Townhouse,2 BR,1161818,9.1%,9.0%,Medium,Medium
PID-01047,Marina View,JVC,DAMAC,Townhouse,Studio,1974958,9.4%,8.8%,Medium,Medium
PID-01048,Vista Collection,Business Bay,Sobha Realty,Townhouse,4 BR,3541171,7.9%,7.6%,High,Low
PID-01049,Palm Park,Dubai Marina,Danube,Apartment,4 BR,2836920,8.6%,6.9%,High,Low
PID-01050,Skyline Park,Dubai Marina,Emaar,Townhouse,4 BR,2088984,8.8%,7.9%,High,Low
PID-01051,Infinity Residences,Business Bay,DAMAC,Townhouse,1 BR,3969555,7.4%,6.6%,High,Low
PID-01052,Park Horizon,JVC,Emaar,Apartment,3 BR,1255864,9.2%,8.3%,Medium,Medium
PID-01053,Harbour Vista,Dubai Marina,Danube,Villa,3 BR,3789014,8.0%,7.0%,High,Low
PID-01054,The Horizon,Dubai Marina,Danube,Apartment,2 BR,4265596,7.1%,8.3%,High,Low
PID-01055,Canal One,Dubai Marina,Danube,Villa,2 BR,3474654,8.2%,6.8%,High,Low
PID-01056,Grand Collection,JVC,Binghatti,Townhouse,3 BR,1669050,9.9%,8.2%,Medium,Medium
PID-01057,Elite Point,Dubai Marina,DAMAC,Villa,1 BR,2223061,7.9%,7.9%,High,Low
PID-01058,Grand View,JVC,Binghatti,Townhouse,4 BR,1327033,8.3%,9.0%,Medium,Medium
PID-01059,Royal Tower,Business Bay,Danube,Apartment,4 BR,3089862,7.3%,7.3%,High,Low
PID-01060,Ocean Gardens,JVC,Danube,Apartment,3 BR,1777105,9.0%,7.6%,Medium,Medium
PID-01061,Elite One,Business Bay,DAMAC,Villa,2 BR,4037205,7.1%,7.3%,High,Low
PID-01062,Infinity Place,Dubai Marina,Binghatti,Apartment,3 BR,4852628,7.5%,6.6%,High,Low
PID-01063,Creek Place,Business Bay,Sobha Realty,Apartment,Studio,2559795,8.6%,6.9%,High,Low
PID-01064,Central Heights,Business Bay,Danube,Villa,1 BR,3923290,7.7%,7.4%,High,Low
PID-01065,Creek Park,Business Bay,Binghatti,Apartment,3 BR,2534701,7.4%,7.3%,High,Low
PID-01066,Azure Horizon,JVC,Binghatti,Villa,Studio,1982082,9.2%,8.7%,Medium,Medium
PID-01067,Marina Horizon,Dubai Marina,Binghatti,Apartment,1 BR,4042979,7.5%,7.4%,High,Low
PID-01068,Elite One,Dubai Marina,DAMAC,Villa,Studio,3938972,8.9%,6.9%,High,Low
PID-01069,Ocean One,Business Bay,DAMAC,Townhouse,Studio,3120509,7.4%,8.2%,High,Low
PID-01070,Vista Square,Business Bay,Binghatti,Townhouse,4 BR,2998724,7.8%,6.9%,High,Low
PID-01071,Infinity Residence,Business Bay,Binghatti,Apartment,1 BR,1672916,7.2%,7.0%,High,Low
PID-01072,Azure Point,Business Bay,Sobha Realty,Villa,2 BR,2340979,8.1%,7.3%,High,Low
PID-01073,Vista Gardens,Business Bay,Sobha Realty,Apartment,1 BR,2284012,7.3%,7.6%,High,Low
PID-01074,Vista Place,JVC,Danube,Apartment,Studio,1755768,8.5%,8.3%,Medium,Medium
PID-01075,Park Living,JVC,Emaar,Villa,Studio,1145933,9.4%,7.8%,Medium,Medium
PID-01076,Park Central,Business Bay,Danube,Apartment,1 BR,1273509,8.2%,8.2%,High,Low
PID-01077,The Residences,Business Bay,Danube,Apartment,2 BR,2017220,7.5%,7.1%,High,Low
PID-01078,Canal Collection,Dubai Marina,Emaar,Villa,2 BR,2552760,8.4%,7.3%,High,Low
PID-01079,Park Park,Dubai Marina,Emaar,Townhouse,2 BR,4889714,8.3%,6.6%,High,Low
PID-01080,Palm Residences,JVC,Emaar,Villa,1 BR,871049,10.0%,8.7%,Medium,Medium
PID-01081,Marina Place,Dubai Marina,DAMAC,Apartment,1 BR,2407471,8.3%,8.3%,High,Low
PID-01082,Canal View,Business Bay,Emaar,Townhouse,3 BR,1356075,8.8%,6.8%,High,Low
PID-01083,Infinity Place,JVC,DAMAC,Apartment,1 BR,1030355,8.8%,8.6%,Medium,Medium
PID-01084,Grand View,JVC,Emaar,Villa,3 BR,1625166,8.4%,7.9%,Medium,Medium
PID-01085,Marina Square,JVC,DAMAC,Townhouse,1 BR,1859088,9.4%,7.7%,Medium,Medium
PID-01086,Park Central,Business Bay,Binghatti,Villa,4 BR,2316767,7.6%,7.8%,High,Low
PID-01087,Ocean Point,Business Bay,Sobha Realty,Apartment,1 BR,3841564,8.2%,7.4%,High,Low
PID-01088,Palm Heights,Business Bay,Binghatti,Apartment,3 BR,3451498,7.9%,7.5%,High,Low
PID-01089,Royal Horizon,JVC,Sobha Realty,Apartment,2 BR,1777614,8.7%,7.9%,Medium,Medium
PID-01090,Central Horizon,Business Bay,Sobha Realty,Apartment,4 BR,2320355,7.6%,8.2%,High,Low
PID-01091,Vista Vista,Business Bay,Binghatti,Townhouse,1 BR,3121039,8.4%,7.5%,High,Low
PID-01092,Creek Horizon,Dubai Marina,Sobha Realty,Townhouse,1 BR,2276826,8.0%,6.8%,High,Low
PID-01093,Vista Central,Business Bay,DAMAC,Townhouse,Studio,2880535,7.1%,8.1%,High,Low
PID-01094,Central Heights,JVC,Sobha Realty,Apartment,1 BR,1989987,9.8%,8.9%,Medium,Medium
PID-01095,Infinity Horizon,JVC,Emaar,Apartment,4 BR,1286776,9.5%,8.2%,Medium,Medium
PID-01096,Vista Point,Business Bay,Sobha Realty,Townhouse,Studio,2867343,7.9%,6.9%,High,Low
PID-01097,Central Collection,Business Bay,DAMAC,Villa,Studio,1518535,7.0%,7.9%,High,Low
PID-01098,Canal Gardens,JVC,Binghatti,Villa,Studio,1279986,8.7%,8.9%,Medium,Medium
PID-01099,Elite Heights,Dubai Marina,Binghatti,Villa,3 BR,1713256,8.5%,8.2%,High,Low
PID-01100,Palm Horizon,JVC,Binghatti,Villa,1 BR,1486379,8.7%,7.6%,Medium,Medium
PID-01101,The Heights,Business Bay,Emaar,Apartment,4 BR,2525418,8.7%,8.1%,High,Low
PID-01102,Palm View,Dubai Marina,Binghatti,Villa,2 BR,2828009,7.3%,6.9%,High,Low
PID-01103,Vista One,JVC,Emaar,Villa,4 BR,1241474,9.6%,8.3%,Medium,Medium
PID-01104,Infinity Gardens,JVC,DAMAC,Apartment,1 BR,1383521,9.7%,7.6%,Medium,Medium
PID-01105,Palm Collection,Business Bay,Binghatti,Villa,3 BR,4144539,7.6%,7.9%,High,Low
PID-01106,Grand Park,Dubai Marina,Emaar,Townhouse,4 BR,2702853,7.4%,7.5%,High,Low
PID-01107,Ocean Tower,Dubai Marina,Danube,Apartment,Studio,1504834,9.0%,8.3%,High,Low
PID-01108,Central Tower,JVC,Binghatti,Townhouse,1 BR,1036428,8.4%,7.6%,Medium,Medium
PID-01109,Elite Living,Business Bay,Emaar,Apartment,2 BR,2617025,7.5%,6.8%,High,Low
PID-01110,Vista Square,Business Bay,Emaar,Apartment,2 BR,1333511,7.0%,7.5%,High,Low
PID-01111,Park Horizon,JVC,Sobha Realty,Townhouse,3 BR,1724942,8.7%,8.9%,Medium,Medium
PID-01112,Creek Square,JVC,DAMAC,Villa,Studio,877158,8.3%,7.9%,Medium,Medium
PID-01113,Park Horizon,JVC,Binghatti,Townhouse,Studio,1314266,9.3%,8.4%,Medium,Medium
PID-01114,Canal Tower,Dubai Marina,Danube,Villa,4 BR,4254201,7.4%,7.5%,High,Low
PID-01115,The Central,Business Bay,DAMAC,Villa,1 BR,3764610,7.2%,7.0%,High,Low
PID-01116,Vista Point,Dubai Marina,Binghatti,Villa,2 BR,1901681,8.0%,6.5%,High,Low
PID-01117,Palm View,Business Bay,Danube,Townhouse,2 BR,3074113,8.4%,6.5%,High,Low
PID-01118,Marina Point,Dubai Marina,Binghatti,Villa,2 BR,4132109,8.1%,8.3%,High,Low
PID-01119,Grand Point,JVC,Sobha Realty,Apartment,3 BR,1293407,8.9%,7.9%,Medium,Medium
PID-01120,Royal Horizon,Business Bay,Binghatti,Townhouse,Studio,1913174,7.6%,7.9%,High,Low
PID-01121,Palm Residence,Business Bay,Emaar,Apartment,2 BR,3313440,7.6%,6.9%,High,Low
PID-01122,Harbour View,JVC,Emaar,Apartment,1 BR,1076002,9.6%,7.7%,Medium,Medium
PID-01123,Royal One,JVC,Binghatti,Apartment,4 BR,1872179,9.1%,7.7%,Medium,Medium
PID-01124,Canal Point,JVC,Emaar,Townhouse,1 BR,1012778,8.2%,8.1%,Medium,Medium
PID-01125,Ocean Heights,Business Bay,Sobha Realty,Villa,2 BR,2642836,7.4%,7.6%,High,Low
PID-01126,Skyline Point,Dubai Marina,Binghatti,Apartment,4 BR,4904701,8.7%,7.7%,High,Low
PID-01127,Central Central,Dubai Marina,DAMAC,Villa,3 BR,1793282,8.4%,7.7%,High,Low
PID-01128,The Gardens,Business Bay,DAMAC,Apartment,1 BR,1775028,8.6%,8.1%,High,Low
PID-01129,Elite Gardens,Business Bay,Emaar,Townhouse,3 BR,4036113,8.0%,7.6%,High,Low
PID-01130,Marina Living,Dubai Marina,Sobha Realty,Villa,2 BR,4183331,8.5%,7.5%,High,Low
PID-01131,Skyline Residences,Dubai Marina,Emaar,Villa,Studio,4409332,8.6%,7.7%,High,Low
PID-01132,Infinity Gardens,JVC,DAMAC,Townhouse,2 BR,869185,9.1%,8.2%,Medium,Medium
PID-01133,Park Central,Dubai Marina,Sobha Realty,Villa,4 BR,2248199,7.1%,6.9%,High,Low
PID-01134,Royal Residences,Dubai Marina,DAMAC,Apartment,2 BR,4707730,7.1%,6.5%,High,Low
PID-01135,Grand Point,Dubai Marina,Binghatti,Villa,3 BR,2217146,8.3%,7.5%,High,Low
PID-01136,Creek One,Dubai Marina,Binghatti,Apartment,4 BR,4387015,8.7%,8.1%,High,Low
PID-01137,Infinity Horizon,JVC,Danube,Villa,Studio,1086734,9.3%,7.9%,Medium,Medium
PID-01138,Vista View,JVC,Emaar,Villa,3 BR,1392101,9.9%,8.0%,Medium,Medium
PID-01139,Elite Horizon,Dubai Marina,DAMAC,Apartment,3 BR,1859170,7.5%,7.6%,High,Low
PID-01140,Skyline Residences,Dubai Marina,Emaar,Apartment,3 BR,2104956,8.9%,6.7%,High,Low
PID-01141,Skyline Central,JVC,Binghatti,Apartment,3 BR,1231342,9.7%,8.7%,Medium,Medium
PID-01142,Grand Horizon,Dubai Marina,Sobha Realty,Apartment,4 BR,4386154,8.9%,7.7%,High,Low
PID-01143,Elite Gardens,Dubai Marina,Sobha Realty,Townhouse,Studio,3094191,8.6%,7.3%,High,Low
PID-01144,Canal Park,Business Bay,Emaar,Apartment,2 BR,1329260,7.7%,7.8%,High,Low
PID-01145,Ocean Tower,Dubai Marina,Danube,Apartment,3 BR,1588709,8.8%,8.2%,High,Low
PID-01146,Creek Residence,JVC,Binghatti,Townhouse,3 BR,679805,8.6%,8.8%,Medium,Medium
PID-01147,Palm One,Dubai Marina,Emaar,Villa,2 BR,1634427,7.6%,7.9%,High,Low
PID-01148,Royal Central,Business Bay,Sobha Realty,Apartment,Studio,1618111,7.3%,7.3%,High,Low
PID-01149,Vista Heights,JVC,Sobha Realty,Apartment,2 BR,1294814,8.4%,8.6%,Medium,Medium
PID-01150,Vista Heights,Business Bay,DAMAC,Townhouse,Studio,2210077,7.3%,7.2%,High,Low
PID-01151,Vista Central,JVC,DAMAC,Villa,3 BR,1860477,8.2%,8.8%,Medium,Medium
PID-01152,Infinity Tower,JVC,Binghatti,Townhouse,4 BR,1144432,8.5%,7.8%,Medium,Medium
PID-01153,Canal Point,Dubai Marina,Sobha Realty,Apartment,4 BR,2254592,8.7%,8.1%,High,Low
PID-01154,Creek Vista,Business Bay,Emaar,Apartment,Studio,3401497,8.6%,7.8%,High,Low
PID-01155,Harbour Tower,Dubai Marina,Binghatti,Townhouse,4 BR,2002302,7.3%,7.4%,High,Low
PID-01156,Royal Gardens,JVC,DAMAC,Apartment,4 BR,1408183,9.8%,7.8%,Medium,Medium
PID-01157,Elite Horizon,JVC,Sobha Realty,Apartment,1 BR,1664694,8.4%,9.0%,Medium,Medium
PID-01158,Canal Residences,Business Bay,DAMAC,Apartment,3 BR,4492129,8.7%,7.2%,High,Low
PID-01159,Harbour Vista,Dubai Marina,DAMAC,Townhouse,1 BR,2772502,7.1%,8.3%,High,Low
PID-01160,Elite Park,JVC,Sobha Realty,Villa,Studio,1313088,8.0%,8.0%,Medium,Medium
PID-01161,Elite Heights,JVC,Binghatti,Villa,3 BR,1034204,10.0%,7.9%,Medium,Medium
PID-01162,Marina Horizon,JVC,Sobha Realty,Apartment,4 BR,1853127,9.7%,8.8%,Medium,Medium
PID-01163,Palm View,Dubai Marina,Binghatti,Villa,Studio,2072042,8.5%,8.1%,High,Low
PID-01164,Skyline Square,Business Bay,Danube,Townhouse,1 BR,2277016,7.5%,7.2%,High,Low
PID-01165,Ocean Place,JVC,Binghatti,Apartment,4 BR,1880507,9.1%,8.0%,Medium,Medium
PID-01166,Vista Place,Business Bay,Sobha Realty,Apartment,Studio,1942643,7.3%,7.5%,High,Low
PID-01167,Infinity Central,Dubai Marina,Binghatti,Townhouse,4 BR,3149913,8.7%,6.7%,High,Low
PID-01168,Elite Central,Dubai Marina,Sobha Realty,Apartment,3 BR,4294473,7.2%,8.2%,High,Low
PID-01169,Canal Tower,Dubai Marina,Emaar,Apartment,Studio,1592985,8.9%,7.6%,High,Low
PID-01170,Palm Square,Dubai Marina,DAMAC,Villa,Studio,3534512,8.1%,7.1%,High,Low
PID-01171,Azure Horizon,Business Bay,DAMAC,Villa,1 BR,3026326,8.1%,6.5%,High,Low
PID-01172,Infinity Collection,Dubai Marina,DAMAC,Townhouse,3 BR,4504970,7.9%,7.1%,High,Low
PID-01173,Vista Vista,Dubai Marina,Binghatti,Apartment,1 BR,1779647,7.0%,8.1%,High,Low
PID-01174,Skyline View,JVC,DAMAC,Townhouse,1 BR,1702035,8.5%,8.8%,Medium,Medium
PID-01175,Azure View,JVC,Binghatti,Villa,Studio,867920,8.9%,7.8%,Medium,Medium
PID-01176,Ocean Central,Dubai Marina,DAMAC,Townhouse,1 BR,4153034,7.2%,8.1%,High,Low
PID-01177,Central Residence,JVC,Emaar,Townhouse,1 BR,1170304,8.8%,8.9%,Medium,Medium
PID-01178,Park Living,JVC,Sobha Realty,Townhouse,4 BR,827873,9.9%,8.2%,Medium,Medium
PID-01179,Azure Residence,Business Bay,DAMAC,Apartment,3 BR,4297982,7.4%,7.7%,High,Low
PID-01180,Infinity Residence,JVC,Binghatti,Villa,1 BR,1573301,8.7%,8.2%,Medium,Medium
PID-01181,Park Tower,Business Bay,Emaar,Apartment,3 BR,3845251,8.8%,7.3%,High,Low
PID-01182,Elite Heights,Dubai Marina,DAMAC,Apartment,1 BR,3805148,7.2%,6.9%,High,Low
PID-01183,Infinity Point,JVC,Binghatti,Villa,1 BR,1885302,8.6%,8.1%,Medium,Medium
PID-01184,Grand Residence,JVC,DAMAC,Townhouse,4 BR,1978632,9.5%,8.8%,Medium,Medium
PID-01185,Harbour Residence,JVC,Emaar,Villa,1 BR,1691715,9.8%,8.9%,Medium,Medium
PID-01186,Palm Collection,Dubai Marina,Sobha Realty,Apartment,4 BR,2700202,8.4%,7.4%,High,Low
PID-01187,Vista Point,Dubai Marina,Danube,Townhouse,1 BR,4381111,8.6%,8.2%,High,Low
PID-01188,Harbour Heights,Business Bay,Binghatti,Apartment,3 BR,1693965,7.9%,7.1%,High,Low
PID-01189,Marina Living,Dubai Marina,Emaar,Townhouse,Studio,3108439,7.5%,7.3%,High,Low
PID-01190,Elite Residence,JVC,Binghatti,Villa,2 BR,960932,8.1%,8.2%,Medium,Medium
PID-01191,Palm Heights,JVC,Sobha Realty,Villa,3 BR,1417552,9.8%,8.3%,Medium,Medium
PID-01192,Skyline Place,JVC,Danube,Apartment,2 BR,851955,9.1%,7.6%,Medium,Medium
PID-01193,Canal Heights,Dubai Marina,Sobha Realty,Villa,3 BR,4087003,8.4%,7.6%,High,Low
PID-01194,Grand Gardens,Dubai Marina,Danube,Townhouse,3 BR,2187447,7.2%,6.6%,High,Low
PID-01195,Vista View,Dubai Marina,Emaar,Apartment,Studio,3331511,7.4%,6.9%,High,Low
PID-01196,Park Residences,JVC,Sobha Realty,Townhouse,3 BR,1414167,9.1%,7.6%,Medium,Medium
PID-01197,Elite Gardens,Dubai Marina,Danube,Townhouse,1 BR,4730203,7.3%,7.4%,High,Low
PID-01198,Infinity Living,Dubai Marina,Emaar,Villa,Studio,3945961,7.6%,6.8%,High,Low
PID-01199,Palm Vista,Business Bay,Danube,Villa,2 BR,3588191,8.6%,7.7%,High,Low
PID-01200,Elite View,JVC,Sobha Realty,Villa,2 BR,1636153,8.1%,8.6%,Medium,Medium
PID-01201,Park Heights,JVC,Emaar,Villa,2 BR,995617,8.0%,7.8%,Medium,Medium
PID-01202,Skyline One,Business Bay,Binghatti,Townhouse,2 BR,1504878,8.8%,7.0%,High,Low
PID-01203,Creek Horizon,JVC,Binghatti,Villa,Studio,777291,9.6%,8.0%,Medium,Medium
PID-01204,Creek Living,Business Bay,Emaar,Apartment,1 BR,3792272,8.5%,8.1%,High,Low
PID-01205,Park Gardens,Business Bay,Emaar,Villa,3 BR,3693237,8.6%,8.2%,High,Low
PID-01206,Marina Vista,JVC,Sobha Realty,Villa,Studio,1087413,9.8%,8.9%,Medium,Medium
PID-01207,Harbour Collection,Dubai Marina,Sobha Realty,Villa,3 BR,1700243,8.6%,6.9%,High,Low
PID-01208,Grand Residences,JVC,DAMAC,Villa,3 BR,1389255,9.9%,7.9%,Medium,Medium
PID-01209,Palm Living,Dubai Marina,DAMAC,Apartment,4 BR,4378359,8.3%,6.9%,High,Low
PID-01210,Infinity Living,JVC,Danube,Apartment,4 BR,1777159,8.6%,8.8%,Medium,Medium
PID-01211,Park Residence,Dubai Marina,Emaar,Villa,4 BR,1633334,7.5%,7.9%,High,Low
PID-01212,Royal Living,Business Bay,DAMAC,Villa,3 BR,2632909,8.2%,7.6%,High,Low
PID-01213,Elite Tower,JVC,Emaar,Villa,3 BR,1732279,9.9%,8.6%,Medium,Medium
PID-01214,Harbour Vista,Business Bay,Binghatti,Townhouse,Studio,3070188,8.0%,7.4%,High,Low
PID-01215,Skyline Heights,Dubai Marina,Binghatti,Villa,2 BR,3645751,7.4%,6.7%,High,Low
PID-01216,Marina Park,Dubai Marina,Emaar,Villa,Studio,1726865,8.0%,6.9%,High,Low
PID-01217,Harbour Central,Business Bay,DAMAC,Villa,4 BR,2454144,8.2%,7.3%,High,Low
PID-01218,Skyline Collection,JVC,Danube,Villa,2 BR,1836823,8.3%,7.6%,Medium,Medium
PID-01219,Marina Residences,Dubai Marina,Danube,Villa,3 BR,3001136,7.8%,7.2%,High,Low
PID-01220,Harbour Living,JVC,Binghatti,Townhouse,4 BR,1366819,8.2%,8.3%,Medium,Medium
PID-01221,Azure Central,Business Bay,Emaar,Townhouse,4 BR,3303841,7.1%,7.5%,High,Low
PID-01222,Royal Square,JVC,Danube,Apartment,2 BR,1483410,9.5%,7.9%,Medium,Medium
PID-01223,Canal Place,Dubai Marina,DAMAC,Villa,2 BR,3032617,7.1%,8.2%,High,Low
PID-01224,Central Horizon,JVC,Emaar,Apartment,Studio,1450756,9.6%,8.3%,Medium,Medium
PID-01225,Park Tower,Business Bay,Sobha Realty,Townhouse,4 BR,2777114,8.8%,7.3%,High,Low
PID-01226,Central View,Dubai Marina,Binghatti,Villa,Studio,4649817,8.0%,7.4%,High,Low
PID-01227,Marina Residence,JVC,Emaar,Villa,3 BR,713481,8.5%,7.8%,Medium,Medium
PID-01228,Canal Living,Business Bay,Emaar,Townhouse,1 BR,3704096,8.5%,6.6%,High,Low
PID-01229,Vista View,JVC,Binghatti,Apartment,1 BR,1673566,9.9%,8.0%,Medium,Medium
PID-01230,Skyline Gardens,Business Bay,Emaar,Villa,2 BR,1777970,7.1%,7.3%,High,Low
PID-01231,Creek Residences,Dubai Marina,DAMAC,Villa,3 BR,2369130,8.5%,8.5%,High,Low
PID-01232,Grand Central,JVC,Emaar,Villa,Studio,1720001,9.4%,8.8%,Medium,Medium
PID-01233,Elite Tower,Dubai Marina,Emaar,Apartment,4 BR,4448972,7.2%,7.5%,High,Low
PID-01234,Palm Tower,Dubai Marina,Sobha Realty,Townhouse,Studio,1538747,7.8%,6.6%,High,Low
PID-01235,Park Residences,Dubai Marina,Emaar,Apartment,1 BR,4610293,7.1%,7.7%,High,Low
PID-01236,Elite Living,Business Bay,Emaar,Villa,3 BR,3404785,7.7%,7.2%,High,Low
PID-01237,Azure Square,JVC,Emaar,Villa,1 BR,1350054,8.6%,8.0%,Medium,Medium
PID-01238,Vista Vista,JVC,Sobha Realty,Villa,3 BR,1778541,8.0%,7.7%,Medium,Medium
PID-01239,Infinity Tower,Business Bay,Binghatti,Villa,3 BR,2401923,8.0%,7.3%,High,Low
PID-01240,Marina Collection,JVC,Danube,Villa,3 BR,981805,8.1%,7.9%,Medium,Medium
PID-01241,Azure Central,JVC,Binghatti,Townhouse,3 BR,730474,8.1%,8.6%,Medium,Medium
PID-01242,Central Residence,JVC,Danube,Townhouse,Studio,1539165,9.8%,7.5%,Medium,Medium
PID-01243,Canal Park,Business Bay,Emaar,Townhouse,4 BR,1698340,7.7%,6.9%,High,Low
PID-01244,Vista Central,JVC,Danube,Villa,2 BR,1330144,8.0%,7.7%,Medium,Medium
PID-01245,Elite View,Business Bay,Danube,Apartment,2 BR,4295044,8.0%,7.7%,High,Low
PID-01246,Vista Vista,JVC,Danube,Townhouse,3 BR,1012628,9.0%,7.8%,Medium,Medium
PID-01247,Creek Point,JVC,Danube,Townhouse,3 BR,666215,8.8%,8.6%,Medium,Medium
PID-01248,Skyline Tower,Business Bay,Binghatti,Villa,1 BR,1936730,7.6%,7.2%,High,Low
PID-01249,Azure One,Business Bay,DAMAC,Apartment,1 BR,4421172,8.7%,7.6%,High,Low
PID-01250,Vista Heights,Dubai Marina,DAMAC,Townhouse,3 BR,2855340,9.0%,8.3%,High,Low
PID-01251,Elite Living,Business Bay,Binghatti,Apartment,2 BR,4250603,8.8%,7.4%,High,Low
PID-01252,Park Collection,JVC,DAMAC,Villa,4 BR,1033191,8.3%,9.0%,Medium,Medium
PID-01253,Ocean Gardens,Dubai Marina,DAMAC,Apartment,4 BR,3390466,8.8%,7.0%,High,Low
PID-01254,Azure Point,JVC,Binghatti,Townhouse,1 BR,1023693,8.9%,8.7%,Medium,Medium
PID-01255,Park Place,JVC,Binghatti,Villa,Studio,858229,9.1%,8.0%,Medium,Medium
PID-01256,Vista Point,Business Bay,Danube,Apartment,2 BR,3488305,7.9%,8.0%,High,Low
PID-01257,Vista Central,JVC,Sobha Realty,Apartment,Studio,1401082,8.6%,8.7%,Medium,Medium
PID-01258,Royal View,Business Bay,DAMAC,Apartment,3 BR,4358496,7.2%,6.8%,High,Low
PID-01259,Creek One,Dubai Marina,Sobha Realty,Apartment,1 BR,4052270,8.4%,7.0%,High,Low
PID-01260,Central Collection,Dubai Marina,Sobha Realty,Villa,3 BR,2981942,8.9%,8.5%,High,Low
PID-01261,Ocean Tower,JVC,Emaar,Apartment,2 BR,920564,9.8%,8.9%,Medium,Medium
PID-01262,Grand Heights,Dubai Marina,Sobha Realty,Apartment,2 BR,3361161,7.2%,6.9%,High,Low
PID-01263,Skyline View,Dubai Marina,Danube,Townhouse,3 BR,2502802,8.4%,7.1%,High,Low
PID-01264,Creek Residences,JVC,Sobha Realty,Apartment,3 BR,1026844,9.8%,8.5%,Medium,Medium
PID-01265,Palm Park,JVC,Danube,Townhouse,Studio,1386321,8.5%,8.4%,Medium,Medium
PID-01266,Palm Gardens,Dubai Marina,Binghatti,Villa,Studio,3433967,7.5%,7.7%,High,Low
PID-01267,Palm Point,JVC,Binghatti,Apartment,Studio,1544889,8.1%,8.6%,Medium,Medium
PID-01268,Park Central,Dubai Marina,Binghatti,Townhouse,Studio,4983531,7.9%,8.2%,High,Low
PID-01269,Azure Vista,JVC,Sobha Realty,Apartment,4 BR,661434,9.8%,8.6%,Medium,Medium
PID-01270,Vista Point,JVC,Sobha Realty,Townhouse,2 BR,887055,9.5%,8.6%,Medium,Medium
PID-01271,Central Residence,Business Bay,DAMAC,Apartment,2 BR,3142373,7.4%,8.0%,High,Low
PID-01272,Creek One,Dubai Marina,Binghatti,Townhouse,1 BR,3613762,7.7%,7.4%,High,Low
PID-01273,Infinity Tower,Business Bay,Binghatti,Apartment,1 BR,2479795,7.4%,7.0%,High,Low
PID-01274,Palm Tower,JVC,Emaar,Villa,Studio,1545590,9.1%,8.8%,Medium,Medium
PID-01275,Vista Square,Business Bay,Danube,Apartment,2 BR,1588140,7.7%,7.0%,High,Low
PID-01276,Skyline Vista,Dubai Marina,Emaar,Apartment,Studio,3287173,7.8%,8.4%,High,Low
PID-01277,Park View,Dubai Marina,Emaar,Villa,3 BR,3715673,7.7%,7.5%,High,Low
PID-01278,Royal View,Dubai Marina,Binghatti,Apartment,4 BR,4112193,7.9%,7.2%,High,Low
PID-01279,Ocean Central,Business Bay,DAMAC,Townhouse,1 BR,4172474,7.0%,7.7%,High,Low
PID-01280,Ocean Residence,Business Bay,Emaar,Apartment,3 BR,3048694,7.3%,7.7%,High,Low
PID-01281,Royal Central,Business Bay,Binghatti,Villa,4 BR,3344955,7.8%,6.6%,High,Low
PID-01282,Marina Vista,Business Bay,Binghatti,Villa,4 BR,2789647,7.0%,7.5%,High,Low
PID-01283,Palm Vista,Dubai Marina,Danube,Apartment,3 BR,2985182,8.1%,7.1%,High,Low
PID-01284,Vista Tower,Dubai Marina,Danube,Apartment,4 BR,3040817,7.1%,8.3%,High,Low
PID-01285,Harbour Residences,Business Bay,Sobha Realty,Villa,1 BR,3172316,7.4%,7.2%,High,Low
